WORD TO INSERT,LINKED LIST SET TIME,HASH TABLE SET TIME,BINARY TREE SET TIME
a,24100,24700,200
year,27600,28100,200
from,27100,27800,200
these,28500,29100,400
events,10100,10500,700
Mr,21600,22100,200
Wickham,18200,18800,200
wrote,20000,20600,400
to,24600,25100,300
inform,12300,12700,600
me,22000,22500,300
that,28100,28700,100
having,27700,28300,300
finally,17600,18100,300
resolved,20400,21100,600
against,28200,28900,300
taking,24000,24600,300
orders,23000,23500,300
he,24900,25600,300
hoped,26400,27000,400
I,24000,24700,200
should,29200,30000,400
not,27400,28200,200
think,28500,29200,400
it,25100,25700,300
unreasonable,15400,16000,400
for,27000,27700,200
him,25500,26100,300
to,24800,25200,200
expect,26500,27000,400
some,28300,28900,200
more,27200,27900,300
immediate,16400,17000,700
pecuniary,28900,29700,700
advantage,27900,28600,200
in,25000,25400,300
lieu,28700,29400,700
of,25300,25700,0
the,26000,26600,100
preferment,14400,14900,500
by,23500,24100,200
which,28700,29400,200
he,24800,25400,300
could,27400,28000,300
not,25500,26100,300
be,24900,25400,200
benefited,12200,12700,500
He,20800,21300,300
had,25400,26000,300
some,28300,28900,200
intention,24400,25000,500
he,24700,25300,200
added,25500,26000,300
of,25300,25700,100
studying,25300,26000,500
law,23400,23900,400
and,25900,26400,100
I,23900,24500,100
must,30100,30800,300
be,48000,48600,200
aware,24800,25300,400
that,44700,45300,200
the,25900,26600,100
interest,26400,27100,400
of,25200,25600,100
one,25600,26300,200
thousand,29900,30500,200
pounds,26700,27400,500
would,28400,29000,200
be,25300,25800,200
a,24200,24800,200
very,27500,28200,200
insufficient,24400,25000,400
support,9700,10100,500
therein,28800,29400,600
I,23900,24500,100
rather,27100,27600,400
wished,28700,29400,300
than,27400,27900,200
believed,23200,23800,400
him,25800,26500,400
to,24600,25100,300
be,25000,25800,200
sincere,16800,17700,400
but,23900,24400,200
at,25200,25800,200
any,25000,25600,200
rate,15100,15600,300
was,24000,24600,300
perfectly,24600,25300,300
ready,22500,23100,400
to,24700,25200,200
accede,31100,31900,600
to,24800,25300,200
his,27600,28400,300
proposal,22300,23000,500
I,24000,24700,100
knew,26300,27100,500
that,28400,29000,100
Mr,24900,25500,300
Wickham,18400,19000,300
ought,28100,28700,400
not,25800,26400,200
to,46000,46600,200
be,27800,28300,200
a,39800,40400,100
clergyman,19600,20400,500
the,25700,26400,100
business,29800,30700,300
was,25400,26000,300
therefore,29300,30100,300
soon,27600,28300,300
settled,29400,30200,400
he,24800,25500,300
resigned,13600,14100,600
all,23300,23800,300
claim,16200,16800,600
to,23500,23900,200
assistance,26600,27300,300
in,25000,25600,300
the,26100,26900,100
church,16900,17400,400
were,24800,25600,300
it,25200,25800,300
possible,25300,26100,400
that,28300,28900,200
he,24600,25300,300
could,27300,27900,300
ever,25600,26200,400
be,24700,25200,200
in,79000,79600,300
a,30100,30700,200
situation,41200,41800,500
to,24800,25300,200
receive,25700,26300,500
it,24900,25500,200
and,26100,26500,100
accepted,23600,24400,400
in,24700,25100,200
return,28800,29500,200
three,28200,28900,400
thousand,30300,30900,300
pounds,26600,27400,400
All,22200,22700,300
connection,16900,17400,500
between,28100,28700,400
us,24100,24600,300
seemed,27000,27900,500
now,24900,25500,200
dissolved,30200,31000,900
I,24000,24600,200
thought,28000,28600,400
too,23600,24200,400
ill,24100,24700,500
of,25300,25700,0
him,25600,26200,300
to,24700,25100,200
invite,18000,18700,400
him,24700,25300,300
to,24800,25300,200
Pemberley,24000,24900,400
or,25200,25700,100
admit,12100,12500,500
his,23100,23800,200
society,48800,49700,400
in,39700,40100,300
town,25500,26000,400
In,24300,24700,300
town,25400,25900,300
I,24100,24700,100
believe,30500,31200,300
he,24700,25300,300
chiefly,22300,23100,400
lived,27000,27700,400
but,25100,25600,200
his,25800,26500,200
studying,25300,26000,400
the,26000,26800,100
law,23100,23600,400
was,25200,25900,300
a,24100,24700,100
mere,15300,15900,400
pretence,29700,30500,700
and,26100,26600,100
being,26900,27700,400
now,25000,25700,300
free,16400,16900,400
from,27900,28700,300
all,25400,26000,300
restraint,12800,13300,400
his,23200,24000,200
life,26700,27400,400
was,25300,25900,200
a,24200,24700,100
life,26300,27000,400
of,25300,25800,100
idleness,31000,31800,700
and,26100,26600,100
dissipation,26500,27200,900
For,24200,24800,200
about,62900,63800,200
three,32200,33000,500
years,31200,31900,200
I,39700,40400,200
heard,28200,28800,300
little,31300,32100,200
of,25300,25800,0
him,25700,26300,300
but,25000,25500,200
on,25000,25400,200
the,26200,26900,100
decease,14700,15400,400
of,23400,23900,100
the,26000,26700,0
incumbent,18700,19300,300
of,24900,25400,0
the,26000,26700,100
living,18100,18500,600
which,27900,28700,300
had,25800,26400,400
been,28300,28800,300
designed,2100,2500,400
for,24900,25500,100
him,25700,26300,200
he,24700,25400,300
applied,23200,23700,300
to,24300,24800,200
me,24800,25500,300
again,26400,27000,400
by,25200,25800,100
letter,21200,21700,400
for,25900,26500,100
the,26000,26700,100
presentation,21800,22400,500
His,23300,23900,300
circumstances,15400,16500,500
he,55800,56800,400
assured,31600,32500,500
me,38600,39700,300
and,39500,40300,100
I,37000,38000,200
had,50300,51600,400
no,28800,29800,300
difficulty,14900,15600,600
in,25500,26000,300
believing,17400,18700,500
it,39900,40500,200
were,25900,26700,400
exceedingly,19100,19800,600
bad,47800,49000,500
He,37000,38000,300
had,44000,44800,400
found,26200,26700,300
the,26100,26800,100
law,23300,24000,400
a,24400,24900,200
most,54200,55600,600
unprofitable,49800,51100,1200
study,48900,49600,800
and,29200,29800,200
was,34100,35200,500
now,71600,73100,400
absolutely,48200,49600,300
resolved,25100,25900,700
on,27800,28300,300
being,43300,44100,400
ordained,31000,32100,400
if,79300,80000,500
I,27200,27900,100
would,77800,78600,200
present,28600,29300,400
him,25800,26700,300
to,25100,25600,200
the,26100,26900,100
living,54000,54500,600
in,46400,46900,14400
question,61400,62200,700
of,25500,26000,0
which,29000,30000,300
he,24900,25500,400
trusted,18800,19400,400
there,82800,83900,500
could,38100,39400,400
be,81200,82000,300
little,41300,42400,200
doubt,26300,27000,600
as,24600,25400,300
he,24800,25400,300
was,25500,26100,300
well,28900,29500,300
assured,23400,24000,400
that,28600,29300,300
I,24100,24700,200
had,25700,26300,300
no,25200,25800,200
other,29300,29900,200
person,28000,28600,400
to,24900,25300,100
provide,17500,18500,600
for,25300,26000,100
and,26200,26700,100
I,24000,24600,200
could,27200,27800,300
not,25700,26300,300
have,28600,29400,300
forgotten,18100,18700,600
my,23800,24800,400
revered,32000,32800,700
father,29200,29900,300
s,23200,23900,200
intentions,20300,21600,600
You,25900,26400,200
will,27600,28200,300
hardly,26000,27000,300
blame,15600,16600,500
me,24300,25000,200
for,26200,26700,100
refusing,16400,17500,600
to,23700,24200,200
comply,21800,22600,500
with,28700,29300,100
this,28500,30100,200
entreaty,15200,15800,700
or,23600,24200,200
for,26100,26700,100
resisting,30100,31000,800
every,27500,28400,400
repetition,15000,16200,700
to,23600,24100,200
it,25300,25900,200
His,23100,23800,300
resentment,25400,26000,400
was,25400,26000,300
in,25000,25500,300
proportion,21900,22600,400
to,24700,25100,200
the,26100,26800,100
distress,16200,16900,600
of,24100,24600,100
his,26000,26800,300
circumstances,15200,16400,500
and,25200,25700,100
he,24900,25500,400
was,25400,26000,300
doubtless,30100,31000,700
as,24400,25100,300
violent,28800,29300,300
in,25300,25700,200
his,25900,26600,300
abuse,28500,29100,300
of,26000,26600,100
me,24900,26300,300
to,25700,26300,300
others,31800,32500,400
as,24800,25500,200
in,25100,25500,200
his,25900,26700,300
reproaches,28500,29300,1300
to,25100,25500,200
myself,29200,30500,300
After,23600,24000,400
this,28900,29600,100
period,25900,26500,500
every,27400,28200,500
appearance,22600,23600,300
of,25300,25800,0
acquaintance,24400,25200,300
was,25500,26100,200
dropped,4200,4600,700
How,23300,23900,200
he,25000,25600,300
lived,25900,26500,400
I,24100,24800,100
know,28200,29000,300
not,25900,26500,300
But,25700,26500,200
last,28400,29700,300
summer,17300,17800,600
he,24200,24800,300
was,25400,26100,200
again,26500,27000,400
most,25100,25700,400
painfully,1800,2200,600
obtruded,30300,31000,800
on,25100,25600,300
my,24800,25300,300
notice,25000,25600,300
I,24300,25000,200
must,28500,29500,200
now,25300,26000,300
mention,31000,31700,300
a,26700,27300,300
circumstance,22600,23400,400
which,29000,29800,200
I,24300,24900,200
would,28500,29100,300
wish,26100,26800,400
to,25000,25500,200
forget,29600,30600,300
myself,29000,29800,300
and,26500,27100,200
which,29000,29700,200
no,25400,25900,100
obligation,2900,3300,400
less,25400,26100,400
than,27600,28100,200
the,26300,27000,200
present,28900,29600,400
should,29700,30400,400
induce,30900,78200,900
me,26100,26700,300
to,24800,25300,300
unfold,30100,30700,800
to,25100,25700,100
any,25100,25700,200
human,25800,26500,600
being,27000,27700,300
Having,17800,18900,300
said,27900,28500,200
thus,22100,22700,400
much,27800,28500,300
I,24200,24800,200
feel,21800,22300,400
no,25400,25900,200
doubt,24800,25300,400
of,25400,25900,0
your,29000,29500,300
secrecy,13700,14300,600
My,23100,23900,200
sister,27100,27700,300
who,25800,26400,300
is,25400,26100,100
more,27500,28200,300
than,27200,27700,300
ten,23800,24300,400
years,28500,29400,300
my,24900,25500,300
junior,31300,31900,400
was,25800,26400,200
left,26100,26600,400
to,25000,25500,200
the,26400,27100,100
guardianship,3900,4500,500
of,23400,23900,0
my,24800,25300,300
mother,29200,29800,300
s,23300,23900,200
nephew,16200,16800,400
Colonel,24800,25600,300
Fitzwilliam,11100,12000,200
and,23600,24100,100
myself,28900,29600,300
About,18900,19900,300
a,24200,24700,100
year,28000,28600,300
ago,17300,17800,400
she,25200,25800,300
was,25600,26200,300
taken,29400,30200,300
from,28200,29200,300
school,600,900,600
and,25800,26300,100
an,24300,24800,200
establishment,24400,25100,300
formed,21200,21800,500
for,28100,28800,200
her,25400,26000,500
in,25200,25600,300
London,28200,28800,300
and,26500,27000,100
last,28500,29300,300
summer,17100,17500,500
she,25000,25700,300
went,15400,15900,300
with,27600,28100,200
the,26200,27000,100
lady,27800,28500,200
who,25700,26300,300
presided,31500,32400,600
over,27600,28100,300
it,25500,26100,300
to,25000,25500,200
Ramsgate,31200,32100,600
and,26200,26700,100
thither,25400,26000,400
also,24400,25100,300
went,15300,15700,400
Mr,23900,24400,200
Wickham,18600,19400,200
undoubtedly,21800,22700,400
by,25400,26100,100
design,30700,31400,300
for,26400,27000,200
there,28700,29600,400
proved,20900,21500,500
to,24600,25100,200
have,28400,29200,300
been,28100,28600,300
a,24700,25300,100
prior,12900,13300,400
acquaintance,22300,23200,400
between,28900,29500,400
him,27400,28000,400
and,26600,27100,100
Mrs,25700,26300,200
Younge,31400,32800,800
in,25000,25500,300
whose,27300,27900,400
character,29200,29800,300
we,24000,24600,400
were,26000,26800,300
most,25300,25800,400
unhappily,18800,19900,500
deceived,16500,17400,400
and,25000,25500,100
by,25700,26300,200
her,25100,25600,400
connivance,28800,29700,1000
and,26200,26700,100
aid,26400,27100,600
he,25200,25800,300
so,25000,25700,200
far,21200,21600,400
recommended,20000,20700,500
himself,28900,29500,400
to,25000,25400,200
Georgiana,14000,14600,400
whose,27200,28000,400
affectionate,15200,16000,500
heart,25900,26500,600
retained,31500,32400,700
a,24600,25100,200
strong,21900,22500,600
impression,28800,29700,1200
of,25700,26200,0
his,26100,26800,300
kindness,29300,30200,400
to,25000,25500,200
her,30500,31600,1900
as,50400,51300,300
a,27700,28300,100
child,36600,37500,400
that,28700,29400,200
she,25900,26600,300
was,25700,26300,300
persuaded,15000,15500,600
to,23500,23900,200
believe,30700,31400,300
herself,30600,31400,500
in,25200,25700,300
love,28100,29100,300
and,26500,27000,0
to,25700,26300,300
consent,30900,31500,300
to,25300,25800,200
an,24300,24800,200
elopement,30500,31100,700
She,24800,25500,200
was,25700,26300,200
then,27100,27700,500
but,25500,26100,300
fifteen,22600,23200,400
which,29100,29800,300
must,28800,29400,100
be,25400,25900,200
her,25300,25800,500
excuse,26500,27300,600
and,26400,26900,100
after,28400,29000,300
stating,6800,7200,800
her,22300,22900,400
imprudence,17000,17600,600
I,23600,24200,200
am,26900,27400,200
happy,25900,26600,500
to,25200,25700,200
add,19500,22800,400
that,29000,29600,200
I,24400,25100,200
owed,14300,15000,700
the,26000,26800,100
knowledge,29100,29900,400
of,25700,26100,100
it,25500,26100,200
to,25000,25500,300
herself,30800,31600,500
I,24500,25000,100
joined,25000,25700,300
them,28100,28700,300
unexpectedly,15700,16700,500
a,24200,24700,200
day,25900,26500,300
or,25600,26100,100
two,24600,25200,300
before,31200,32100,300
the,26500,27200,100
intended,30200,30900,300
elopement,100,500,500
and,26600,28800,100
then,27500,28100,400
Georgiana,14100,14600,300
unable,27700,28400,400
to,25200,25700,200
support,10100,12200,700
the,23900,24600,100
idea,26200,26800,600
of,25700,26100,100
grieving,31500,32300,800
and,26400,26900,100
offending,13500,14000,500
a,22500,23100,200
brother,30800,31500,400
whom,25600,26100,400
she,26000,26700,300
almost,31600,32600,100
looked,28100,28900,400
up,24600,25100,300
to,25400,25900,200
as,24700,25300,200
a,25100,25700,200
father,29100,29700,300
acknowledged,25800,26600,200
the,26400,27200,100
whole,27700,28400,300
to,25300,25800,200
me,25400,26000,300
You,26500,27100,100
may,26300,27600,200
imagine,29700,30300,400
what,27700,28400,300
I,24400,26800,200
felt,25200,25800,300
and,26400,26900,100
how,25900,26600,500
I,24700,25300,200
acted,17700,18200,400
Regard,30800,31500,400
for,26600,27200,200
my,24900,25500,300
sister,27200,27800,400
s,23700,24200,200
credit,27900,28600,300
and,26400,27000,100
feelings,31400,32200,200
prevented,24200,24900,500
any,25800,26400,100
public,27200,27900,400
exposure,31400,32200,800
but,25600,26100,300
I,24500,25100,100
wrote,20900,21500,400
to,25100,25600,200
Mr,25200,25700,300
Wickham,18900,19500,300
who,25400,26000,300
left,26500,27100,400
the,26500,27200,100
place,29900,30500,300
immediately,26700,27700,400
and,26500,27000,100
Mrs,26100,26800,200
Younge,200,500,1200
was,25900,26500,300
of,25800,26300,100
course,25300,26600,400
removed,27500,28200,400
from,28900,29500,200
her,25500,26100,400
charge,5800,6300,500
Mr,22300,22800,200
Wickham,18900,19500,200
s,23100,23700,200
chief,21200,21700,400
object,26600,27200,400
was,26000,26600,300
unquestionably,25500,26300,600
my,25100,25800,300
sister,27300,27900,300
s,23600,24200,200
fortune,31800,32700,200
which,29300,29900,300
is,26000,26700,200
thirty,6000,6500,400
thousand,29600,31600,300
pounds,27400,28100,400
but,25600,26100,200
I,24600,25200,100
cannot,29200,30200,300
help,24700,25300,500
supposing,14000,14600,600
that,27200,27800,200
the,26500,27200,100
hope,27100,27800,400
of,25700,26200,100
revenging,31100,31900,800
himself,29300,30000,400
on,25300,25800,300
me,25300,26000,300
was,25800,26400,300
a,24700,25200,100
strong,22000,22600,600
inducement,23300,23900,400
His,23800,24400,400
revenge,17700,18400,400
would,28200,28800,200
have,28600,29400,300
been,28900,29500,200
complete,27800,30200,300
indeed,30800,31400,200
This,30200,30900,100
madam,18400,18900,500
is,25300,27700,100
a,24900,25400,100
faithful,23100,23700,500
narrative,30300,31100,600
of,25800,26300,100
every,27900,30300,500
event,26400,26900,400
in,26900,27300,200
which,28700,29400,300
we,24200,24800,300
have,28700,31200,300
been,28800,29400,300
concerned,20000,20700,600
together,25600,26100,400
and,26800,27300,100
if,24600,25100,400
you,26000,27200,200
do,24700,25300,300
not,26000,26600,200
absolutely,25000,27400,200
reject,19600,20100,600
it,25200,25800,200
as,24700,25400,200
false,19400,20100,300
you,25600,26200,200
will,27900,28400,200
I,24700,25300,100
hope,27400,28100,400
acquit,15100,15700,500
me,23800,24400,200
henceforth,28900,29600,500
of,25700,26200,0
cruelty,20500,21100,400
towards,29700,30700,400
Mr,25300,25900,200
Wickham,18900,19500,300
I,24000,26300,200
know,28900,29700,300
not,26100,26800,300
in,25500,26000,200
what,27800,28500,200
manner,30400,31200,300
under,30600,31200,100
what,29300,30100,200
form,60800,61500,500
of,25800,26200,0
falsehood,13200,13700,400
he,23800,24500,300
had,26700,27400,400
imposed,17100,17700,500
on,24300,26500,200
you,26200,26800,200
but,26000,26600,300
his,26300,27000,200
success,26400,27000,400
is,25800,26400,100
not,25900,26500,200
perhaps,31200,31800,300
to,25300,25800,200
be,25300,25800,200
wondered,20600,21100,400
at,25800,26400,200
Ignorant,31500,32200,400
as,24800,27100,300
you,26200,26800,200
previously,28900,29700,1000
were,26400,27200,300
